id,customer_tweet_id,customer_text,agent_tweet_id,historical_agent_reply,true_intent,true_should_escalate,true_escalation_reason,reason_code,key_resolution_points,human_quality_score
golden_011,2585648,why am I getting strange characters in my messages when I use the letter I?,2585647,"An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6",software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_012,2923655,"I’m not getting notifications, have restarted and updated my phone",2923653,"We'll be happy to help with that. To start, can you tell us if this is happening only with notifications sent from one specific application or from them all? Also, is Do Not Disturb enabled on your iPhone? https://t.co/8HnF4Ksats",software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_013,850697,keep getting this message whenever I try 2 update apps. This started after I got iOS 11.0.2 today. Restart didn’t help 😕 https://t.co/Qz2xrq6FgF,850696,We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_014,2005703,"what is going on with the new update ? Driving me nuts, making me spell out EYE for the letter I https://t.co/6o9UAyiiHo",2005702,We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_015,1546700,This macOS high sierra update is stressing me out. All night this shit didn’t install. Help,1546698,We'd love to work on getting macOS High Sierra installed properly with you. Which Mac are you trying to install it on? Did you run into any specific errors when trying to install High Sierra?,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_016,1868442,Your new update has completely ruined my phone that I’ve had for no longer than a year.,1868441,We want to be sure you're enjoying your iPhone with iOS 11. DM us and let us know more about the issues you're experiencing. https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_017,909796,can you fix the way IOS 11 displays Excel files through the Mail app on iPhone? It distorts the formatting.,909795,We'd like to look into this. Please click here to join us in DM: https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_018,36044,When the update will be available? iOS 11.1 .,36042,iOS 11.1 is available now. You can update using the steps here: https://t.co/80YRnjDFDk,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_019,2136708,My new iPhone 7 running IOS 11 converts a singular capitalized “I” into an “A” aside a box with a “?” in it. What’s the fix?,2136706,We know how important it is to have what you type come out correctly. Refer to these steps: https://t.co/gKAEL4wRnw,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_020,2520758,"updated my iPhone and now all my iTunes music is edited, all explicit is gone. Why???",2520756,Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_021,262588,I shouldn’t have to turn my phone on and off every time it freezes because of this update iOS 11.0.2! Freezing every second 😤,262586,We want to make sure you enjoy using your iPhone. We're happy to help. Does this issue happen when you use specific apps?,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_022,2063317,"after adding songs on Apple Music, it does not add it to my recently added playlist. Is this a bug? https://t.co/Vyq55trffX",2063316,We appreciate you letting us know about your Apple Music. Please DM your model phone and country. We'll get started https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_023,2312087,iOS 11 System using almost 44GB on my iPhone? Seriously? https://t.co/II22uXPQPM,2312086,Thank you for bringing this to our attention. We’d like to gather some additional details from you. Please meet us in a DM. We’ll go from there: https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_024,750018,Eye never realized how much eye say eye until this damn glitch. And still nothing from !!!!!,750017,"We're here for you. Send us a DM, and we'll discuss this further there: https://t.co/GDrqU22YpT",software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_025,208891,Notifications appear several days after ... Normal !? iPhone 7 under IOS 11.0.2 https://t.co/x944pNvia4,208890,We'd be happy to take a look into this with you. Send us a DM and we'll get started on this. https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_026,2652557,I’ve updated my phone and I STILL see question marks inside boxes,2652556,We want to help. DM us and we'll meet you there. https://t.co/GDrqU22YpT,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_027,2647373,watch updated last night but it did not fix the stand problem it is still not telling me to stand and yes the feature is turned on,2647372,"Let's see why you aren't receiving those reminders. If you go to the Watch App > Health > Wheelchair, is the wheelchair status set to either enabled or disabled? If it's not set to either, you won't receive any reminders.",software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_028,2105939,Ommmmggggggg screw this i glitch -.- FIX IT,2105938,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_029,2371214,screen notification bug? https://t.co/7Beg7T4seu,2371212,Thanks for showing us this image. We'd love to look deeper into this concern with you and find a resolution. Can you let us know the iOS version? Have you tried toggling the Show Previews option?,software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_030,503586,"My MacBook Pro keeps freezing, can’t get anything done. What’s up?! And yes I have the newest version.",503584,"We're here to help get this resolved. To get started, is this occurring at random or when using a specific application?",software_update_os,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,"Identify device model & iOS build; suggest force restart, Settings reset, or official patch.",4
golden_031,2347532,battery 🔋 drain is real on my new iPhone 8 Plus since installing 11.1 😤 please tell me a fix is coming soon.,2347530,We have help! iOS 11.1.1 was recently released and we'd recommend starting with that update. We suggest backing up first before updating. Let us know afterwards if the issue persists. How to back up: https://t.co/ui8Itz8ESg,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_032,1281430,surprised and annoyed that since the last enforced upgrade my newish phone is draining battery. I’m not the only 1!,1281429,We're here for you to get the most out of your iPhone's battery. Which model is it and is iOS 11.0.3 the version installed?,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_033,2060312,Your upgrade sucks. My 6 runs 10x slower with half the battery life. Thanks,2060310,Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_034,2986577,iOS 11.2 shame on battery,2986576,"We understand how important battery life is on your iOS device! Send us a DM with the model of device we're working with, and we'll take a closer look at the issue together there. https://t.co/GDrqU22YpT",battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_035,2271642,"Since updating to 11.1.2, my 5S loses almost one percentage point a minute, even when no apps are running. If I listen to music, I've got about an hour, tops. A text eats up a good 5%. My battery does not need service. When are you releasing a fix? This is madness.",2271640,That's certainly not normal behavior at all. We know how important your battery is and we'll be happy to troubleshoot this with you. The iPhone has the ability to self-diagnose some battery concerns. Do you see this service battery message? https://t.co/KyywFa9iZ3,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_036,1753279,Hi! AirPods appear to be either not charging correctly or losing battery fast. This is recent behavior. (1),1753277,How long are they lasting for you with playback? DM us and we'll research this further. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_037,739426,Does ever reply to anyone about the battery issues they are having or any other issues with #IOS11 ? I don’t see many if any.,739425,We'd be glad to look into your battery with you. Send us a DM letting us know what you're experiencing: https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_038,1275154,my phone battery just went down 5% in less than a minute fix it please,1275153,Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_039,1544126,"if I were 2 be stranded on an island with this new update on my phone, I’d be shit out of luck within 25 mins. No battery life",1544125,Let's meet up in DM and discuss what you're seeing with battery life in greater detail so we may help. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_040,1808934,updated software & now my battery is draining super quick... why?,1808933,"We’d love to help with your battery life. To start, send us a DM with which device and exact software version you’re using. https://t.co/GDrqU22YpT",battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_041,1625365,"Never buying an iPhone again. New update drains my battery, had 100% couple hours ago, now on 4% Such an awful company",1625364,We’d love to work together on your battery. Let us know in DM if it’s fully updated to iOS 11.1. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_042,1932870,"- iPhone 6S, Battery life non-existent after latest update. Any relief in sight?",1932868,We'll gladly help with your iPhone battery. Are you using iOS 11.0.3? When did you notice this first start? Let us know in DM. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_043,2576920,"once again my phone is dropping battery without being used and also very hot, please advise.",2576918,We're glad to look into this with you. Please DM us. Let us know which version of iOS you're using & any steps you've tried. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_044,2789180,My phone battery drains soooooo quickly!! someone help me!!,2789179,We're here to help! Which iPhone and iOS version are you using? How quickly is your battery draining? How often do you have to charge your device in a day?,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_045,1926997,11.0.3 battery updated to 11.0.3 this a.m. and now iphone 6 battery % is ticking down like a timer....crap update !!!,1926996,"Let us know via DM which country you are currently in, then we can take a look in to this with you from there. https://t.co/GDrqU22YpT",battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_046,366160,upgraded to iOS11.02 and watched my battery plummet from 50% to 2% in less than 10 minutes! Hope this is being sorted?!,366158,"We know how important battery life is, and we want to help! Which device are we working with?",battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_047,2039246,Dear will there be any bug fixes soon regarding the battery life? IOS11 is #draining my phones life 😭,2039245,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_048,1941112,can you guys fix this update? My iPhone battery is dying like no tomorrow...,1941111,Your battery life is important to us. We'd like to look into this with you. Please DM us to get started. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_049,1802972,Ios 11.0.3 is unbelievable!!! The battery decreases too much in just few minutes!!! It goes from 70 to 53 in just few seconds,1802971,We know how important it is to have a reliable battery when you need it most. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_050,1047276,"Hi, Is it just my watch or is the watchOS4 a fast drainer of my battery life?",1047275,We can help look into the root cause as to why this is occurring. Send us a DM to get started. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_051,2508180,"iOS 11 significantly slowed down my 7+ all of my apps are slower and laggy. And my batter drops way too fast, it’s practically killing my battery.",2508178,"You're in the right place for help. We know how important it is to get the performance and battery life that's expected from your iPhone. So we may provide the best support, let us know the exact iOS version and we'll go from there.",battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_052,1482987,"somehow 11.1 is worse than 11. Phone freezes constantly, dying at 40%, not getting calls! Tell your engineers they suck.",1482986,Let's take a look at this further. Send us which iPhone model and your country to get started. https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_053,2060645,battery drains on my iPhone 6s very quickly since upgrade..help please?,2060644,We'll be more than happy to help you out. Can you give us some insight into what's going on with your battery via DM? https://t.co/GDrqU22YpT,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_054,199360,i just saw my battery go from 100% to 88% in like 5 to 10 minutes of use...Fix IOS11 PLEASE before it damages my battery,199359,We'd like to help. What's the exact iOS version do you have installed? Its located at Settings > General > About > Version.,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_055,763634,Is there ANY solution to fixing my iPhone 6 battery life? It has become absolute horrible. I can't make it past mid noon...,763631,We'd love to help with your battery life! Which version of iOS are you using under Settings > General > About?,battery_performance,False,Auto-Handled: Resolvable via verified knowledge base troubleshooting steps without human intervention.,AUTO_HANDLE,Ask for battery health percentage; advise checking background app usage and low power settings.,4
golden_056,1977413,This is just too much. Even if I type the right password it doesn’t work. Please help. https://t.co/PYNqrWcrcs,1977412,We want to help. DM us what happens when you enter your password and if it works elsewhere. We'll look into this with you. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_057,2179613,Was wondering if there are fake emails going around just got one saying my apple id password was reset and attached was a PDF file,2179612,"We'd love to look into that with you. Please send us a DM, and we'll work together from there. https://t.co/GDrqU22YpT",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_058,729297,"my Apple ID has been disabled several times in the past, I set up a new one and disabled straight away, what can I do?",729296,"Thanks for contacting us, we can help you. Check out and follow the steps in this support article: https://t.co/HH37urdbz9",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_059,1907882,"What is wrong with ""Manage your Apple ID"" localization? https://t.co/RVFXmswQJ5",1907881,We’d like to help figure this out. In order to look at your account further please reach out to us here: https://t.co/SDIe7UiyJN,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_060,1278161,my Apple watch stuck to Japan time zone after my iPhone was stolen and I am back to Switzerland. Pls help ?,1278160,We’re sorry to hear about your iPhone. Have you had a chance to restart your Apple Watch since noticing this?,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_061,121571,please why does my phone ask for my Apple ID almost every time I want to open an app and then crash,121570,Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_062,1367071,"iPhone: ""Enter device password"". What is the device password? #iphone #ios https://t.co/LG8SsyJu6d",1367070,We want to help. Let us know what has prompted this message on your iPhone.,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_063,1297982,hello my Mum has been hacked can someone message me please? Thanks,1297981,We want to help. DM us more details here: https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_064,1927621,Need to edit an address on my iPhone order but chat and phones are all disabled? Help.,1927620,"Are you able to edit the address for your order using this link? https://t.co/jr7MZtpSNY If you can't change it there, please DM us. https://t.co/GDrqU22YpT",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_065,2731294,Can you combine 2 Apple ID’s?,2731293,"We'd be happy to answer that for you. If you have multiple Apple IDs, you can’t merge them. You can read more at our website here: https://t.co/ckptoWI7iV",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_066,2834366,my husband's iPhone was stolen and has turned up in Pakistan- what can he do? Thanks https://t.co/T2e55VsHqf,2834365,We want to everything we can to help you. Here are some steps to follow when your phone is lost or stolen. https://t.co/fUoKdx4Yut,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_067,2647160,Why is this section Disabled ? Can someone calls me back at Germany ? https://t.co/BBIkxZPwCC,2647159,"We can help. Looks like you have Low Power Mode enabled which means some tasks might not work until you turn off Low Power Mode, or until you charge your iPhone to 80% or higher. Turn off Low Power mode, and let us know if this continues; https://t.co/VtbR4hS4qv",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_068,1630078,Please help is this real? Looks like is trying to activate my stolen phone. https://t.co/IKJx96Tcq0,1630077,Please send us a DM to find out some more information. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_069,2920047,why do I need to approve my iCloud from another fucking device after you ask for password & pin code... y’all annoying,2920046,"We'd like to help. Tell us more about what led up to this. Also, which devices are you using?",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_070,2001795,please how do I repair with a disabled iPhone ?,2001794,We'd like to look into this with you. Could you Direct Message us and let us know what it shows on the iPhone screen? https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_071,127648,Need to reset my apple password. How do I do that quickly?,127647,"Thanks so much for reaching out! For steps on how to reset your password, take a look at this article here: https://t.co/fJnZYmbI9N If you have any other questions reach out to us in DM using the link below. https://t.co/GDrqU22YpT",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_072,312840,So my iPhone 6 is not letting me restore or update my phone while it’s locked on disabled mode... I need help #anyone,312838,We're here to help. Send us a DM and we'll work on this together. https://t.co/GDrqU22YpT,account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_073,1786835,Hey it would be nice if you stopped getting my wife's debit card hacked. why does this keep happening?,1786833,"Thanks for reaching out. If you're getting unauthorized billing notices, contact our iTunes Store group: https://t.co/SDIe7UiyJN",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
golden_074,2414397,Fuck iPads I'm forever disabled from my iPad gr8888,2414395,"Let's take a look at this together! To start, have you tried using these steps to resolve the behavior: https://t.co/CPIXyxe7mK",account_apple_id_security,True,"Account Security: Account recovery, credentials, or potential security breach requires private identity verification.",ACCOUNT_SECURITY,Direct to iforgot.apple.com or private verification channel; do not ask for credentials publicly.,4
