customer_tweet_id,customer_text,customer_raw_text,customer_created_at,agent_tweet_id,agent_text,agent_raw_text,agent_created_at
1961561,why won’t my phone charge past 1% and it keeps over heating for no reason it was fine couple weeks ago 🙄,@115858 @AppleSupport why won’t my phone charge past 1% and it keeps over heating for no reason it was fine couple weeks ago 🙄,Mon Oct 30 23:05:49 +0000 2017,1961560,These concerns with heating and power can surely get looked into. What's the device model and iOS version?,@581723  These concerns with heating and power can surely get looked into. What's the device model and iOS version?,Mon Oct 30 23:16:06 +0000 2017
1062174,Fucking #HighSierra. Dear what should I do next? https://t.co/TlyRH15I7J,Fucking #HighSierra. Dear @AppleSupport what should I do next? https://t.co/TlyRH15I7J,Mon Oct 23 08:48:37 +0000 2017,1062171,We'd be happy to look into this with you. Have you tried quitting the installer and restarting?,@370791 We'd be happy to look into this with you. Have you tried quitting the installer and restarting?,Mon Oct 23 13:39:35 +0000 2017
964032,how can I find out what my payoff would be if I want to pay off my iPhone upgrade plan early?,@AppleSupport how can I find out what my payoff would be if I want to pay off my iPhone upgrade plan early?,Wed Oct 11 14:25:50 +0000 2017,964031,"We'll point you in the right direction. To best answer that, connect with our Apple Online Store Support: https://t.co/8yjRd1Xo0i","@292660 We'll point you in the right direction. To best answer that, connect with our Apple Online Store Support: https://t.co/8yjRd1Xo0i",Wed Oct 11 15:39:02 +0000 2017
1734953,what do I do to stop the letter I from changing?,@AppleSupport what do I️ do to stop the letter I️ from changing?,Tue Nov 07 04:33:32 +0000 2017,1734952,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,@328528 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,Tue Nov 07 13:58:02 +0000 2017
1442390,May I know why is this happening after #ios11.1 update? Apple creates new problems in every update! https://t.co/vHFV5pkd5P,@AppleSupport May I know why is this happening after #ios11.1 update? Apple creates new problems in every update! https://t.co/vHFV5pkd5P,Thu Nov 02 03:54:51 +0000 2017,1442387,"We want your iPhone working for you; we'll do all we can to help. What app are you using, and does this happen with Wi-Fi, too?","@402598 We want your iPhone working for you; we'll do all we can to help. What app are you using, and does this happen with Wi-Fi, too?",Thu Nov 02 12:56:27 +0000 2017
596898,how do I set up #ApplePayCash? It’s not showing up at all. :(,@AppleSupport how do I set up #ApplePayCash? It’s not showing up at all. :(,Sun Dec 03 18:39:49 +0000 2017,596896,"If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.","@261498 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",Sun Dec 03 19:20:01 +0000 2017
2526286,Tres dias de uso el celular y ya se trabó y tiene varias fallas en el sonido. Decepción iphone 8 😱,Tres dias de uso el celular y ya se trabó y tiene varias fallas en el sonido. Decepción iphone 8 😱 @AppleSupport,Thu Nov 16 03:20:57 +0000 2017,2526285,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,@719325 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Thu Nov 16 04:10:00 +0000 2017
1146102,why can’t I add a card to Apple Pay? https://t.co/Fl9MRfOvpT,@AppleSupport why can’t I add a card to Apple Pay? https://t.co/Fl9MRfOvpT,Tue Oct 24 11:00:41 +0000 2017,1146101,Thanks for reaching out. Here's a great article to help you add cards to Apple Pay: https://t.co/Saz92f9xOE,@389758 Thanks for reaching out. Here's a great article to help you add cards to Apple Pay: https://t.co/Saz92f9xOE,Tue Oct 24 13:48:31 +0000 2017
409383,updated to iOS 11....can’t send videos to my dad who doesn’t have an iPhone. So convenient. 🙃,@AppleSupport updated to iOS 11....can’t send videos to my dad who doesn’t have an iPhone. So convenient. 🙃,Mon Oct 09 22:40:05 +0000 2017,409381,We want to help you. Let us know what happens when trying to send a video and we'll get started working on this together.,@212607 We want to help you. Let us know what happens when trying to send a video and we'll get started working on this together.,Mon Oct 09 23:09:00 +0000 2017
930916,"can’t get passed this screen, again, google this issue as I’m not the only one with this issue. https://t.co/ZGvxGoVsTJ","@AppleSupport can’t get passed this screen, again, google this issue as I’m not the only one with this issue. https://t.co/ZGvxGoVsTJ",Tue Oct 10 22:47:19 +0000 2017,930914,We're happy to help. This appears to be iTunes trying to sync or getting ready to sync. Can you tell us more about what's happening?,@340822 We're happy to help. This appears to be iTunes trying to sync or getting ready to sync. Can you tell us more about what's happening?,Tue Oct 10 23:28:25 +0000 2017
2043233,IOS11 is fucking shit WiFi & Bluetooth haven’t work properly since I updated & both worked perfectly before! Needs tb fixed.,@AppleSupport IOS11 is fucking shit WiFi &amp; Bluetooth haven’t work properly since I updated &amp; both worked perfectly before! Needs tb fixed.,Wed Oct 04 15:31:50 +0000 2017,2043232,We're happy to assist. Tell us more about the issues you're encountering with the connections in DM. We'll go from there. https://t.co/GDrqU22YpT,@604222 We're happy to assist. Tell us more about the issues you're encountering with the connections in DM. We'll go from there. https://t.co/GDrqU22YpT,Wed Oct 04 16:13:00 +0000 2017
2032633,everything looks pixelated and bad. My camera also goes dark often,@AppleSupport everything looks pixelated and bad. My camera also goes dark often,Tue Nov 07 11:36:00 +0000 2017,2032632,We're happy to look into this with you. Which software version is installed? Let us know in DM; we'll go from there. https://t.co/GDrqU22YpT,@601060 We're happy to look into this with you. Which software version is installed? Let us know in DM; we'll go from there. https://t.co/GDrqU22YpT,Tue Nov 07 16:08:35 +0000 2017
1825013,I hate the new Apple update. My phone is so slow. Can I go back to 10?,I hate the new Apple update. My phone is so slow. Can I go back to 10? @AppleSupport,Tue Oct 17 02:05:52 +0000 2017,1825012,Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,@547852 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,Tue Oct 17 02:29:00 +0000 2017
2967862,Did an update on my MacBook Pro now everything takes so long to load . Been trying to load pictures for 40 mins help,Did an update on my MacBook Pro now everything takes so long to load . Been trying to load pictures for 40 mins @115858 @AppleSupport help,Wed Nov 29 23:12:34 +0000 2017,2967860,We'll be happy to assist as best we can. Can you tell us more about what you're seeing?,@714316 We'll be happy to assist as best we can. Can you tell us more about what you're seeing?,Wed Nov 29 23:32:27 +0000 2017
2419524,if I buy an iPad while I am in Malaysia is the Apple guarantee still valid in the UK?,@AppleSupport if I buy an iPad while I am in Malaysia is the Apple guarantee still valid in the UK?,Sun Oct 29 03:53:15 +0000 2017,2419523,"That's a great question! Let's talk in DM, and we'll go over some information about that. https://t.co/GDrqU22YpT","@357253 That's a great question! Let's talk in DM, and we'll go over some information about that. https://t.co/GDrqU22YpT",Sun Oct 29 12:35:00 +0000 2017
2071998,why does this keep popping up? https://t.co/GRXXIuibJC,@AppleSupport why does this keep popping up? https://t.co/GRXXIuibJC,Sat Oct 07 16:12:03 +0000 2017,2071997,"Great question! We'd be happy to assist with this. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT","@612814 Great question! We'd be happy to assist with this. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",Sat Oct 07 18:45:55 +0000 2017
2154579,"where does my personal info come from for predictive text? It shows my phone numbers and emails, but it’s not accurate.","@AppleSupport where does my personal info come from for predictive text? It shows my phone numbers and emails, but it’s not accurate.",Thu Nov 09 02:07:06 +0000 2017,2154578,"We want to help. For more info, see the section titled, Use Predictive Text: https://t.co/U5VKSTl2CD","@524086 We want to help. For more info, see the section titled, Use Predictive Text: https://t.co/U5VKSTl2CD",Thu Nov 09 02:29:01 +0000 2017
1144204,"Goodmorning! I would like to ask for clarification regarding the skin of which the original covers are made, I would like to know if they are leather or eco-leather or artificial leather.","@AppleSupport Goodmorning! I would like to ask for clarification regarding the skin of which the original covers are made, I would like to know if they are leather or eco-leather or artificial leather.",Tue Oct 24 08:47:09 +0000 2017,1144203,We would be glad to help clarify this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,@389306 We would be glad to help clarify this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Tue Oct 24 13:25:27 +0000 2017
2562354,. #OMG my world is ending! Tell me I can do something! https://t.co/fwZTOXsckQ,.@AppleSupport #OMG my world is ending! Tell me I can do something! https://t.co/fwZTOXsckQ,Thu Nov 16 16:55:16 +0000 2017,2562352,"Hey there! That's not something anyone wants to see on their iPod, but we're more than happy to help. Try the steps on this page: https://t.co/NwuzhYTI4O If they don't help, let us know in DM through the following link and we'll look into your options. https://t.co/GDrqU22YpT","@727169 Hey there! That's not something anyone wants to see on their iPod, but we're more than happy to help. Try the steps on this page: https://t.co/NwuzhYTI4O If they don't help, let us know in DM through the following link and we'll look into your options. https://t.co/GDrqU22YpT",Thu Nov 16 17:53:00 +0000 2017
1688542,wassgood wit these boxes y’all needa fix my shit,@AppleSupport wassgood wit these boxes y’all needa fix my shit,Mon Nov 06 17:29:26 +0000 2017,1688540,Hello! Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@512728 Hello! Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 20:06:00 +0000 2017
2046050,Ever since I updated my iPhone the Bluetooth won’t stay connected. My phone stays being trash.,@AppleSupport Ever since I updated my iPhone the Bluetooth won’t stay connected. My phone stays being trash.,Wed Oct 04 20:52:59 +0000 2017,2046049,Thanks for reaching out. Which iPhone model do you have? Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT,@261755 Thanks for reaching out. Which iPhone model do you have? Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT,Wed Oct 04 21:37:00 +0000 2017
1276378,I regret updating my phone 😐,I regret updating my phone 😐@115858 @AppleSupport,Thu Oct 26 14:43:39 +0000 2017,1276377,"If you're having issues with your iPhone, we'd like to help. What's going on?","@418766 If you're having issues with your iPhone, we'd like to help. What's going on?",Thu Oct 26 15:47:00 +0000 2017
957800,please fix the updates section of the app store on iOS. It’s awful.,@AppleSupport please fix the updates section of the app store on iOS. It’s awful.,Wed Oct 11 06:05:13 +0000 2017,957798,We'd be happy to look into this together. Can you provide us details of what you're experiencing with the App Store?,@234031 We'd be happy to look into this together. Can you provide us details of what you're experiencing with the App Store?,Wed Oct 11 13:20:32 +0000 2017
2525499,", my phone keeps restarting, to the point where it won't even turn on. HELP.","@AppleSupport, my phone keeps restarting, to the point where it won't even turn on. HELP.",Thu Nov 16 02:48:12 +0000 2017,2525498,We'll be happy to assist. Did it just start happening on it's own? DM us and we'll continue there. https://t.co/GDrqU22YpT,@719135 We'll be happy to assist. Did it just start happening on it's own? DM us and we'll continue there. https://t.co/GDrqU22YpT,Thu Nov 16 03:38:40 +0000 2017
1864319,": after installing several updates on my iPhone, the battery is draining very quickly with minimal usage. Can you help, pls?","@AppleSupport: after installing several updates on my iPhone, the battery is draining very quickly with minimal usage. Can you help, pls?",Fri Oct 20 11:33:19 +0000 2017,1864317,We know how vital the battery is. Please check out this article: https://t.co/TpjqFp3jxD DM us the result. https://t.co/GDrqU22YpT,"@556995 We know how vital the battery is. Please check out this article: https://t.co/TpjqFp3jxD  

DM us the result. https://t.co/GDrqU22YpT",Fri Oct 20 14:44:00 +0000 2017
2412523,My computer freezes and glitches every few hours since I upgraded to High Sierra - what is going on?! This is getting super frustrating!,@AppleSupport My computer freezes and glitches every few hours since I upgraded to High Sierra - what is going on?!  This is getting super frustrating!,Tue Nov 14 16:20:34 +0000 2017,2412522,Let's check out what's going on with your Mac. Can you tell us in DM which applications you're noticing these issues with? https://t.co/GDrqU22YpT,@693557 Let's check out what's going on with your Mac. Can you tell us in DM which applications you're noticing these issues with? https://t.co/GDrqU22YpT,Tue Nov 14 16:49:01 +0000 2017
1900107,annoyed with how fast battery drains with iphone8 and iOS 11.0.3 #battery #apple #iPhone8,@AppleSupport annoyed with how fast battery drains with iphone8 and iOS 11.0.3 #battery #apple #iPhone8,Wed Oct 18 06:31:29 +0000 2017,1900106,We'd like to help you out with your iPhone's battery. Let's continue chatting via DM. https://t.co/GDrqU22YpT,@566259 We'd like to help you out with your iPhone's battery. Let's continue chatting via DM. https://t.co/GDrqU22YpT,Wed Oct 18 13:02:39 +0000 2017
1829061,terrible update the 11.0.3 (15A432) on my iPhone 6s. It is unacceptably slow. Are there plans to fix it? Please help,@AppleSupport terrible update the 11.0.3 (15A432) on my iPhone 6s. It is unacceptably slow. Are there plans to fix it? Please help,Tue Oct 17 14:12:43 +0000 2017,1829060,"It's important for your iPhone to work the way you expect. We're here to help. To start, send us a DM with when you updated. https://t.co/GDrqU22YpT","@138502 It's important for your iPhone to work the way you expect. We're here to help. To start, send us a DM with when you updated. https://t.co/GDrqU22YpT",Tue Oct 17 14:45:00 +0000 2017
2686076,bug report Apple Music not showing on lock screen. 11.0.3 6S+. Tried multiple outputs and hard reset. https://t.co/i7zO8EShFM,@AppleSupport bug report Apple Music not showing on lock screen. 11.0.3 6S+. Tried multiple outputs and hard reset. https://t.co/i7zO8EShFM,Tue Oct 31 16:54:24 +0000 2017,2686073,"Let's create a backup and update to 11.1. Once fully updated, let us know if the issue persist: https://t.co/80YRnjDFDk","@632400 Let's create a backup and update to 11.1. Once fully updated, let us know if the issue persist: https://t.co/80YRnjDFDk",Tue Oct 31 17:15:30 +0000 2017
2041701,are you all working on a fix for this bug with the letter “i” 🧐,@AppleSupport  @115858  are you all working on a fix for this bug with the letter “i” 🧐,Wed Nov 08 01:22:43 +0000 2017,2041700,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,@250504 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Wed Nov 08 04:30:30 +0000 2017
2613347,"My iPhone 7 just lost 20% of its charge in just over an hour sitting, unused, on a table. How did you even release this disaster? #iOS11 #fail","@AppleSupport My iPhone 7 just lost 20% of its charge in just over an hour sitting, unused, on a table. How did you even release this disaster? #iOS11 #fail",Fri Nov 17 04:04:44 +0000 2017,2613346,We'll be glad to take a closer look at what's going on. Please DM us including which iOS version is installed. https://t.co/GDrqU22YpT,@738817 We'll be glad to take a closer look at what's going on. Please DM us including which iOS version is installed. https://t.co/GDrqU22YpT,Fri Nov 17 13:09:50 +0000 2017
542487,my phone keeping restarting every 2 mins... I just paid off this phone! 😡🤯,@AppleSupport my phone keeping restarting every 2 mins... I just paid off this phone! 😡🤯,Sat Dec 02 07:15:49 +0000 2017,542486,"We're here to help you. Let's follow the steps in this article: https://t.co/osZOKKTalm Be sure to back up before updating. If you continue to have issues, DM us and we'll take a closer look there. https://t.co/GDrqU22YpT","@245918 We're here to help you. Let's follow the steps in this article: https://t.co/osZOKKTalm Be sure to back up before updating. If you continue to have issues, DM us and we'll take a closer look there. https://t.co/GDrqU22YpT",Sat Dec 02 15:50:00 +0000 2017
1777895,Why can’t I play this? (MUSIC) https://t.co/cr5JnDpPrh,@AppleSupport Why can’t I play this? (MUSIC) https://t.co/cr5JnDpPrh,Sat Oct 28 23:38:03 +0000 2017,1777894,Let's help with that. What happens when you try to play that track?,@178431 Let's help with that. What happens when you try to play that track?,Sat Oct 28 23:48:00 +0000 2017
2017493,"iPhone 6 terribly slow! Apps keep crashing, freezing etc. Please help","@AppleSupport iPhone 6 terribly slow! Apps keep crashing, freezing etc. Please help",Sun Nov 05 19:57:46 +0000 2017,2017492,Let’s work together on this behavior. How long has this been happening? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,@596641 Let’s work together on this behavior. How long has this been happening? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,Sun Nov 05 22:54:24 +0000 2017
2980646,do you even do QA anymore before releasing major iOS updates? iOS 11 is dreadful. Slow. Keyboard bugs everywhere. It’s appalling. My battery drains like hell even when my phone sleeps.,@AppleSupport do you even do QA anymore before releasing major iOS updates? iOS 11 is dreadful. Slow. Keyboard bugs everywhere. It’s appalling. My battery drains like hell even when my phone sleeps.,Sun Nov 19 13:24:00 +0000 2017,2980645,We know how essential it is to maximize battery life and have your iPhone run quickly. We'll be happy to work with you to get to the bottom of this. Can you DM us the model of iPhone and exact version of iOS 11 you are running? Go to Settings > General > About to check. https://t.co/GDrqU22YpT,@822090 We know how essential it is to maximize battery life and have your iPhone run quickly. We'll be happy to work with you to get to the bottom of this. Can you DM us the model of iPhone and exact version of iOS 11 you are running? Go to Settings &gt; General &gt; About to check. https://t.co/GDrqU22YpT,Sun Nov 19 15:35:30 +0000 2017
2152129,"why can't I sync some songs to Apple music? If I bought the CD, it shouldnt matter what territory I'm in. Probably going back to Spotify after my trial is over.","@AppleSupport why can't I sync some songs to Apple music? If I bought the CD, it shouldnt matter what territory I'm in. Probably going back to Spotify after my trial is over.",Sun Nov 26 04:57:07 +0000 2017,2152127,"We'd love to help. Please let us know more about what's occurring. It sounds like you're ripping CD's to your computer, but they aren't being added to your iCloud Music Library. Is that correct?","@632412 We'd love to help. Please let us know more about what's occurring. It sounds like you're ripping CD's to your computer, but they aren't being added to your iCloud Music Library. Is that correct?",Sun Nov 26 13:34:28 +0000 2017
1003869,"Hi there, I think that my iP6s's battery drains too fast. Is there a way to check battery health?","@AppleSupport Hi there, I think that my iP6s's battery drains too fast. Is there a way to check battery health?",Sat Oct 14 05:57:22 +0000 2017,1003867,"We'd love to help. Which iOS version are you using? Also, have you had a chance to try the tips here: https://t.co/bivpdfBNJ6","@357602 We'd love to help. Which iOS version are you using? Also, have you had a chance to try the tips here: https://t.co/bivpdfBNJ6",Sat Oct 14 13:06:00 +0000 2017
1909835,Is it normal for iCloud Drive to take up so much space on my Mac? Currently using 41.6GB 😕 https://t.co/kLoO6XQqUK,@AppleSupport Is it normal for iCloud Drive to take up so much space on my Mac? Currently using 41.6GB 😕 https://t.co/kLoO6XQqUK,Tue Oct 24 20:43:45 +0000 2017,1909834,Thanks for reaching out. It isn't unusual if you're storing data on the iCloud Drive. DM us and we can take a look together. https://t.co/GDrqU22YpT,@568935 Thanks for reaching out. It isn't unusual if you're storing data on the iCloud Drive. DM us and we can take a look together. https://t.co/GDrqU22YpT,Tue Oct 24 20:58:27 +0000 2017
554840,Not seeing the #ApplePayCash button in iMessage with the latest update? https://t.co/9r9Th0ia8X,@AppleSupport Not seeing the #ApplePayCash button in iMessage with the latest update? https://t.co/9r9Th0ia8X,Sat Dec 02 18:09:13 +0000 2017,554839,Thanks for reaching out. We're happy to look into this with you. Please DM us your current country and we'll go from there. https://t.co/GDrqU22YpT,@150177 Thanks for reaching out. We're happy to look into this with you. Please DM us your current country and we'll go from there. https://t.co/GDrqU22YpT,Sat Dec 02 20:33:28 +0000 2017
2910456,need some help regarding apple music please contact ...,@115948 @AppleSupport  need some help regarding apple music please contact ...,Tue Nov 28 21:19:29 +0000 2017,2910455,We'll help in any way we can. Please let us know more about what's happening.,@805722 We'll help in any way we can. Please let us know more about what's happening.,Tue Nov 28 21:40:32 +0000 2017
2454577,Hey - think you can fix the “wifi” dropping bug with one is the 5000 updates iOS 11 requires? Kthx #ios1111 #needwifi #bugfix,Hey @AppleSupport - think you can fix the “wifi” dropping bug with one is the 5000 updates iOS 11 requires? Kthx #ios1111 #needwifi #bugfix,Wed Nov 15 03:00:14 +0000 2017,2454576,"We can help you with Wi-Fi, and tell us a little bit more about what's going on with Wi-Fi. We'll see what we can do to assist. https://t.co/GDrqU22YpT","@703146 We can help you with Wi-Fi, and tell us a little bit more about what's going on with Wi-Fi. We'll see what we can do to assist. https://t.co/GDrqU22YpT",Wed Nov 15 03:23:00 +0000 2017
1338806,I’m currently outside your store in Solihull. Wasted journey due to misinformation. I’m not happy.,@AppleSupport I’m currently outside your store in Solihull. Wasted journey due to misinformation. I’m not happy.,Fri Oct 27 09:17:37 +0000 2017,1338805,"That’s not what we want for you. DM us some details on your experience, and we’ll see how we can help. https://t.co/GDrqU22YpT","@432278 That’s not what we want for you. DM us some details on your experience, and we’ll see how we can help. https://t.co/GDrqU22YpT",Fri Oct 27 15:08:00 +0000 2017
909077,My phone been freezing so much now !! https://t.co/ePgdO47WOQ,My phone been freezing so much now @AppleSupport !! https://t.co/ePgdO47WOQ,Sat Oct 21 00:51:46 +0000 2017,909076,We're here to help. Shoot us a DM of the iOS version you're on. https://t.co/GDrqU22YpT,@335927 We're here to help. Shoot us a DM of the iOS version you're on. https://t.co/GDrqU22YpT,Sat Oct 21 03:01:00 +0000 2017
1720750,I just wanna know what’s going on here,I️ just wanna know what’s going on here @AppleSupport,Fri Nov 03 14:10:36 +0000 2017,1720749,We'd like to look into this with you. Could you DM us and let us know which iOS you have installed? https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT,"@520778 We'd like to look into this with you. Could you DM us and let us know which iOS you have installed? 
https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT",Fri Nov 03 19:17:33 +0000 2017
1573671,Does restoring from iCloud always take forever then ends up not downloading?,Does restoring from iCloud always take forever then ends up not downloading? @115858 @AppleSupport,Sat Nov 04 04:02:58 +0000 2017,1573669,This article may be able to help: https://t.co/Lr8zUtexWS DM us if you continue to have issues. https://t.co/GDrqU2kzhr,@485025 This article may be able to help: https://t.co/Lr8zUtexWS DM us if you continue to have issues. https://t.co/GDrqU2kzhr,Sat Nov 04 14:23:26 +0000 2017
2137273,got a iPhone X and it doesn’t tell me when any network activity is being used. Any help please. I’m I missing something,@AppleSupport got a iPhone X and it doesn’t tell me when any network activity is being used. Any help please. I’m I missing something,Wed Nov 08 20:18:28 +0000 2017,2137272,"Congratulations on your iPhone. If you don't see an icon, check Control Center. For more information: https://t.co/mjqYh45pOZ","@628691 Congratulations on your iPhone. If you don't see an icon, check Control Center. For more information: https://t.co/mjqYh45pOZ",Wed Nov 08 20:47:01 +0000 2017
1396712,#iPhoneX im moving to anther competitor of yours because you have canceled my preorder,@115858 @AppleSupport #iPhoneX im moving to anther competitor of yours because you have canceled my preorder,Sat Oct 28 13:59:49 +0000 2017,1396709,We'd like to look into your options. Please let us know in DM which country you're located in. https://t.co/GDrqU22YpT,@444794 We'd like to look into your options. Please let us know in DM which country you're located in. https://t.co/GDrqU22YpT,Sat Oct 28 15:12:30 +0000 2017
1712459,. this keyboard glitch is killing me!! When is the update fix coming?????,.@AppleSupport this keyboard glitch is killing me!! When is the update fix coming?????,Tue Nov 07 01:47:38 +0000 2017,1712457,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@518692 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 02:21:33 +0000 2017
2435702,Una asquerosidad #ios 11.0.3 ahora nada funciona bien en mi #iphone 😡😡😡 arreglen luego la wea !!!,Una asquerosidad #ios 11.0.3 ahora nada funciona bien en mi #iphone 😡😡😡 arreglen luego la wea !!! @115858 @AppleSupport,Sun Oct 29 13:43:21 +0000 2017,2435701,We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,@698834 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sun Oct 29 14:43:52 +0000 2017
